114,کلار,2-24-03,03,24,2,3,45
115,مركزي,2-25-01,01,25,2,3,46
116,نارنجستان,2-27-02,02,27,2,3,51
117,مرکزي,2-28-01,01,28,2,3,47
118,كلباد,2-22-01,01,22,2,3,48
119,مركزئ,2-22-02,02,22,2,3,48
120,دهفري,2-23-01,01,23,2,3,49
121,مركزي,2-23-02,02,23,2,3,49
122,گهرباران,2-25-02,02,25,2,3,46
123,مرکزي,2-26-01,01,26,2,3,50
124,تالارپي,2-26-02,02,26,2,3,50
125,مرکزي,2-27-01,01,27,2,3,51
126,فندقلو,3-02-05,05,02,3,3,52
127,مرکزي,3-02-02,02,02,3,3,52
128,مرکزي,3-03-03,03,03,3,3,53
129,سراجو,3-06-03,03,06,3,3,55
130,خسروشاه,3-03-04,04,03,3,3,53
131,مرکزي,3-05-01,01,05,3,3,54
132,مهربان,3-05-02,02,05,3,3,54
133,مرکزي,3-06-02,02,06,3,3,55
134,مرکزي,3-07-02,02,07,3,3,56
135,يامچي,3-07-03,03,07,3,3,56
136,کشکسرای,3-07-04,04,07,3,3,56
137,ترکمانچاي,3-10-01,01,10,3,3,57
138,نظرکهريزي,3-11-03,03,11,3,3,59
139,کاغذکنان,3-10-02,02,10,3,3,57
140,کندوان,3-10-03,03,10,3,3,57
141,مرکزي,3-10-04,04,10,3,3,57
142,صوفيان,3-14-01,01,14,3,3,58
143,مرکزي,3-11-02,02,11,3,3,59
144,مرکزي,3-12-01,01,12,3,3,60
145,آبش احمد,3-15-03,03,15,3,3,62
146,تيکمه داش,3-13-01,01,13,3,3,61
147,مرکزي,3-13-02,02,13,3,3,61
148,مرکزي,3-15-02,02,15,3,3,62
149,خواجه,3-16-01,01,16,3,3,63
150,مرکزي,3-14-02,02,14,3,3,58
151,تسوج,3-14-03,03,14,3,3,58
152,مرکزي,3-16-02,02,16,3,3,63
153,سيه رود,3-19-01,01,19,3,3,64
154,مرکزي,3-19-02,02,19,3,3,64
155,ليلان,3-20-01,01,20,3,3,65
156,مرکزي,3-20-02,02,20,3,3,65
157,گوگان,3-21-01,01,21,3,3,66
158,ممقان,3-21-02,02,21,3,3,66
159,حومه,3-21-03,03,21,3,3,66
160,مرکزي,3-22-02,02,22,3,3,67
161,ايلخچي,3-22-01,01,22,3,3,67
162,شاديان,3-23-01,01,23,3,3,68
163,مرکزي,3-23-02,02,23,3,3,68
164,خاروانا,3-24-01,01,24,3,3,69
165,مرکزي,3-24-02,02,24,3,3,69
166,قلعه چاي,3-25-01,01,25,3,3,70
167,مرکزي,3-25-02,02,25,3,3,70
168,چهاردانگه,3-27-02,02,27,3,3,72
169,مرکزي,3-26-01,01,26,3,3,71
170,گرمادوز,3-26-02,02,26,3,3,71
171,منجوان,3-26-03,03,26,3,3,71
172,مرکزي,3-27-01,01,27,3,3,72
173,انزل,4-01-01,01,01,4,3,73
174,سيلوانه,4-01-02,02,01,4,3,73
175,صومائ برادوست,4-01-03,03,01,4,3,73
176,مركزئ,4-01-04,04,01,4,3,73
177,نازلو,4-01-05,05,01,4,3,73
178,مركزئ,4-02-01,01,02,4,3,74
179,ايواوغلي,4-03-04,04,03,4,3,75
180,صفائيه,4-03-03,03,03,4,3,75
181,قطور,4-03-05,05,03,4,3,75
182,لاجان,4-02-02,02,02,4,3,74
183,مركزئ,4-03-02,02,03,4,3,75
184,فيرورق,4-03-06,06,03,4,3,75
185,مركزئ,4-04-01,01,04,4,3,76
186,وزينه,4-04-02,02,04,4,3,76
187,ربط,4-04-03,03,04,4,3,76
188,مركزئ,4-05-01,01,05,4,3,77
189,محمديار,4-09-03,03,09,4,3,82
190,كوهسار,4-05-02,02,05,4,3,77
191,مركزئ,4-06-04,04,06,4,3,78
192,بازرگان,4-06-05,05,06,4,3,78
193,خليفان,4-07-01,01,07,4,3,79
194,مركزئ,4-07-02,02,07,4,3,79
195,مركزئ,4-08-03,03,08,4,3,80
196,حاجيلار,4-16-01,01,16,4,3,81
197,مرحمت آباد,4-08-04,04,08,4,3,80
198,باروق,4-08-05,05,08,4,3,80
199,بکتاش,4-08-06,06,08,4,3,80
200,مركزئ,4-09-02,02,09,4,3,82
201,سيمينه,4-10-01,01,10,4,3,83
202,مركزئ,4-10-02,02,10,4,3,83
203,مركزئ,4-11-01,01,11,4,3,84
204,مركزئ,4-13-01,01,13,4,3,85
205,نالوس,4-13-02,02,13,4,3,85
206,دشتك,4-14-01,01,14,4,3,86
207,مركزئ,4-14-02,02,14,4,3,86
208,كشاورز,4-11-02,02,11,4,3,84
209,مركزئ,4-12-01,01,12,4,3,87
210,تخت سليمان,4-12-02,02,12,4,3,87
211,ارس,4-15-01,01,15,4,3,88
212,مركزئ,4-15-02,02,15,4,3,88
213,مركزئ,4-16-02,02,16,4,3,81
214,قره قويون,4-17-01,01,17,4,3,89
215,مركزئ,4-17-02,02,17,4,3,89
216,حميل,5-01-01,01,01,5,3,90
217,مرکزي,5-01-03,03,01,5,3,90
218,فيروزاباد,5-02-03,03,02,5,3,91
219,مرکزي,5-02-04,04,02,5,3,91
220,ماهيدشت,5-02-06,06,02,5,3,91
221,بيلوار,5-02-08,08,02,5,3,91
222,کوزران,5-02-07,07,02,5,3,91
223,مرکزي,5-03-02,02,03,5,3,92
224,باينگان,5-03-01,01,03,5,3,92
225,نوسود,5-03-03,03,03,5,3,92
226,مرکزي,5-04-01,01,04,5,3,93
227,مرکزي,5-05-01,01,05,5,3,94
228,قلعه شاهين,5-04-02,02,04,5,3,93
229,سومار,5-06-01,01,06,5,3,95
230,کليايي,5-05-02,02,05,5,3,94
231,مرکزي,5-06-02,02,06,5,3,95
232,مرکزي,5-07-01,01,07,5,3,96
233,مرکزي,5-08-01,01,08,5,3,97
234,مرکزي,5-09-03,03,09,5,3,98
235,کلاشي,5-09-04,04,09,5,3,98
236,دينور,5-10-01,01,10,5,3,99
237,گواور,5-08-02,02,08,5,3,97
238,بيستون,5-11-01,01,11,5,3,100
239,مرکزي,5-10-02,02,10,5,3,99
240,مرکزي,5-12-01,01,12,5,3,101
241,ازگله,5-12-02,02,12,5,3,101
242,زمکان,5-12-03,03,12,5,3,101
243,مرکزي,5-11-02,02,11,5,3,100
244,گهواره,5-13-01,01,13,5,3,102
245,مرکزي,5-13-02,02,13,5,3,102
246,شاهو,5-14-01,01,14,5,3,103
247,مرکزي,5-14-02,02,14,5,3,103
248,اروندکنار,6-01-01,01,01,6,3,104
249,مرکزي,6-01-02,02,01,6,3,104
250,الوارگرمسيري,6-02-01,01,02,6,3,105
251,مرکزي,6-02-02,02,02,6,3,105
252,مرکزي,6-03-02,02,03,6,3,106
253,اسماعيليه,6-03-04,04,03,6,3,106
254,غيزانيه,6-03-05,05,03,6,3,106
255,دهدز,6-04-02,02,04,6,3,107
256,بندرامام خميني,6-05-01,01,05,6,3,108
257,مرکزي,6-05-02,02,05,6,3,108
258,مرکزي,6-04-03,03,04,6,3,107
259,سوسن,6-04-04,04,04,6,3,107
260,زيدون,6-06-02,02,06,6,3,109
261,مرکزي,6-06-03,03,06,6,3,109
262,تشان,6-06-04,04,06,6,3,109
263,مرکزي,6-07-01,01,07,6,3,110
264,شهيون,6-08-04,04,08,6,3,112
265,مرکزي,6-10-02,02,10,6,3,111
266,مينو,6-07-02,02,07,6,3,110
267,سردشت,6-08-01,01,08,6,3,112
268,بستان,6-09-01,01,09,6,3,113
269,مرکزي,6-09-02,02,09,6,3,113
270,مرکزي,6-08-02,02,08,6,3,112
271,چغاميش,6-08-03,03,08,6,3,112
272,رودزرد,6-10-03,03,10,6,3,111
273,سلطان آباد,6-10-04,04,10,6,3,111
274,ابولفارس,6-10-05,05,10,6,3,111
275,مرکزي,6-11-01,01,11,6,3,114
276,خنافره,6-11-02,02,11,6,3,114
277,دارخوين,6-11-03,03,11,6,3,114
278,مرکزي,6-12-02,02,12,6,3,115
279,شعيبيه,6-12-03,03,12,6,3,115
280,ميان آب,6-12-04,04,12,6,3,115
281,مرکزي,6-13-03,03,13,6,3,116
282,گلگير,6-13-04,04,13,6,3,116
283,عنبر,6-13-05,05,13,6,3,116
284,مرکزي,6-14-02,02,14,6,3,117
285,فتح المبين,6-14-03,03,14,6,3,117
286,مرکزي,6-15-02,02,15,6,3,118
287,صيدون,6-15-03,03,15,6,3,118
288,ميداود,6-15-04,04,15,6,3,118
289,جايزان,6-16-01,01,16,6,3,119
290,مرکزي,6-16-02,02,16,6,3,119
291,مرکزي,6-22-02,02,22,6,3,126
292,نيسان,6-23-01,01,23,6,3,120
293,مرکزي,6-19-01,01,19,6,3,121
294,مرکزي,6-17-01,01,17,6,3,122
295,حتي,6-17-02,02,17,6,3,122
296,مرکزي,6-18-01,01,18,6,3,123
297,چم خلف عيسي,6-18-02,02,18,6,3,123
298,مشراگه,6-19-02,02,19,6,3,121
299,عقيلي,6-20-01,01,20,6,3,124
300,مرکزي,6-20-02,02,20,6,3,124
301,آبژدان,6-21-01,01,21,6,3,125
302,چلو,6-21-02,02,21,6,3,125
303,مرکزي,6-21-03,03,21,6,3,125
304,رغيوه,6-22-01,01,22,6,3,126
305,مرکزي,6-23-02,02,23,6,3,120
306,مرکزي,6-24-01,01,24,6,3,127
307,ويس,6-24-02,02,24,6,3,127
308,مرکزي,6-25-01,01,25,6,3,128
309,گمبوعه,6-25-02,02,25,6,3,128
310,مرکزي,6-26-01,01,26,6,3,129
311,جولکي,6-26-02,02,26,6,3,129
312,مرکزي,6-27-01,01,27,6,3,130
313,سويسه,6-27-02,02,27,6,3,130
314,مرکزی,6-28-01,01,28,6,3,131
315,شاوور,6-28-02,02,28,6,3,131
316,مرکزي,7-01-04,04,01,7,3,132
317,بهمن صغاد,7-01-05,05,01,7,3,132
318,رونيز,7-02-01,01,02,7,3,133
319,حسن آباد,7-03-03,03,03,7,3,134
320,مرکزي,7-02-02,02,02,7,3,133
321,سده,7-03-01,01,03,7,3,134
322,مرکزي,7-03-02,02,03,7,3,134
323,سيمکان,7-04-02,02,04,7,3,135
324,کرديان,7-04-03,03,04,7,3,135
325,مرکزي,7-04-04,04,04,7,3,135
326,رستاق,7-05-02,02,05,7,3,136
327,مرکزي,7-05-03,03,05,7,3,136
328,فورگ,7-05-04,04,05,7,3,136
329,جنت,7-05-05,05,05,7,3,136
330,ارژن,7-07-06,06,07,7,3,138
331,فسارود,7-05-06,06,05,7,3,136
332,مرکزي,7-06-02,02,06,7,3,137
333,همايجان,7-06-03,03,06,7,3,137
334,مرکزي,7-07-05,05,07,7,3,138
335,ششده وقره بلاغ,7-08-01,01,08,7,3,139
336,شيبکوه,7-08-02,02,08,7,3,139
337,مرکزي,7-08-03,03,08,7,3,139
338,نوبندگان,7-08-04,04,08,7,3,139
339,مرکزي,7-09-03,03,09,7,3,140
340,ميمند,7-09-04,04,09,7,3,140
341,جره وبالاده,7-10-01,01,10,7,3,141
342,کنار تخته و کمارج,7-10-02,02,10,7,3,141
343,مرکزي,7-10-04,04,10,7,3,141
344,خشت,7-10-06,06,10,7,3,141
345,جويم,7-11-02,02,11,7,3,142
346,مرکزي,7-11-04,04,11,7,3,142
347,بيرم,7-11-05,05,11,7,3,142
348,کامفيروز,7-12-03,03,12,7,3,143
349,مرکزي,7-12-04,04,12,7,3,143
350,بنارويه,7-11-07,07,11,7,3,142
351,صحراي باغ,7-11-08,08,11,7,3,142
352,درودزن,7-12-05,05,12,7,3,143
353,سيدان,7-12-06,06,12,7,3,143
354,مرکزي,7-14-03,03,14,7,3,145
355,کامفيروز شمالي,7-12-07,07,12,7,3,143
356,ماهورميلاني,7-13-02,02,13,7,3,144
357,مرکزي,7-13-03,03,13,7,3,144
358,دشمن زياري,7-13-05,05,13,7,3,144
359,جوزار,7-13-06,06,13,7,3,144
360,پشتکوه,7-14-02,02,14,7,3,145
361,قطرويه,7-14-04,04,14,7,3,145
362,مرکزي,7-15-01,01,15,7,3,146
363,اشکنان,7-15-03,03,15,7,3,146
364,علامرودشت,7-15-04,04,15,7,3,146
365,چاه ورز,7-15-05,05,15,7,3,146
366,خیرگو,7-15-06,06,15,7,3,146
367,مرکزي,7-16-02,02,16,7,3,147
368,مزايجان,7-16-03,03,16,7,3,147
369,مرکزي,7-17-01,01,17,7,3,148
370,مشهدمرغاب,7-18-01,01,18,7,3,149
371,مرکزي,7-18-02,02,18,7,3,149
372,ايزدخواست,7-19-01,01,19,7,3,150
373,مرکزي,7-19-02,02,19,7,3,150
374,افزر,7-20-01,01,20,7,3,151
375,مرکزي,7-20-02,02,20,7,3,151
376,کوهنجان,7-25-01,01,25,7,3,152
377,سورنا,7-26-01,01,26,7,3,153
378,گله دار,7-21-01,01,21,7,3,154
379,مرکزي,7-21-02,02,21,7,3,154
380,وراوي,7-21-03,03,21,7,3,154
381,اسير,7-21-04,04,21,7,3,154
382,مرکزي,7-22-01,01,22,7,3,155
383,دهرم,7-22-02,02,22,7,3,155
384,مرکزي,7-23-01,01,23,7,3,156
385,پاسارگاد,7-23-02,02,23,7,3,156
386,محمله,7-24-01,01,24,7,3,157
387,مرکزي,7-24-02,02,24,7,3,157
388,مرکزي,7-25-02,02,25,7,3,152
389,کربال,7-29-01,01,29,7,3,158
390,مرکزي,7-29-02,02,29,7,3,158
391,مرکزي,7-30-01,01,30,7,3,159
392,مرکزي,7-26-02,02,26,7,3,153
393,مرکزي,7-27-01,01,27,7,3,160
394,ارد,7-27-02,02,27,7,3,160
395,مرکزي,7-28-01,01,28,7,3,161
396,طسوج,7-28-02,02,28,7,3,161
397,رحمت آباد,7-30-02,02,30,7,3,159
398,مرکزي,7-31-01,01,31,7,3,162
399,بانش,7-31-02,02,31,7,3,162
400,مرکزي,7-32-01,01,32,7,3,163
401,باغ صفا,7-32-02,02,32,7,3,163
402,مرکزي,7-33-01,01,33,7,3,164
403,کوهمره,7-33-02,02,33,7,3,164
404,مرکزي,7-34-01,01,34,7,3,165
405,راهگان,7-34-02,02,34,7,3,165
406,مرکزي,7-35-01,01,35,7,3,166
407,حناء,7-35-02,02,35,7,3,166
408,مرکزي,7-36-01,01,36,7,3,167
409,بيدشهر,7-36-02,02,36,7,3,167
410,مركزئ,8-01-03,03,01,8,3,168
411,ساردوئيه,8-03-01,01,03,8,3,169
412,خبر,8-01-04,04,01,8,3,168
413,مركزئ,8-02-03,03,02,8,3,170
414,بروات,8-02-07,07,02,8,3,170
415,مركزئ,8-03-04,04,03,8,3,169
416,دهبکري,8-02-08,08,02,8,3,170
417,جبالبارز,8-03-02,02,03,8,3,169
418,اسماعيلي,8-03-05,05,03,8,3,169
419,اسفندقه,8-03-06,06,03,8,3,169
420,مركزئ,8-04-02,02,04,8,3,171
421,كشكوئيه,8-04-03,03,04,8,3,171
422,نوق,8-04-04,04,04,8,3,171
423,فردوس,8-04-05,05,04,8,3,171
424,مركزئ,8-05-02,02,05,8,3,172
425,يزدان آباد,8-05-03,03,05,8,3,172
426,مركزئ,8-06-01,01,06,8,3,173
427,پاريز,8-06-02,02,06,8,3,173
428,گلستان,8-06-03,03,06,8,3,173
429,زيدآباد,8-06-04,04,06,8,3,173
430,بلورد,8-06-05,05,06,8,3,173
431,مركزئ,8-07-01,01,07,8,3,174
432,مركزئ,8-08-05,05,08,8,3,175
433,ماهان,8-08-04,04,08,8,3,175
434,دهج,8-07-02,02,07,8,3,174
435,شهداد,8-08-02,02,08,8,3,175
436,گلباف,8-08-03,03,08,8,3,175
437,راين,8-08-06,06,08,8,3,175
438,چترود,8-08-07,07,08,8,3,175
439,مركزئ,8-09-04,04,09,8,3,176
440,چاه مريد,8-09-05,05,09,8,3,176
441,مركزئ,8-10-01,01,10,8,3,177
442,لاله زار,8-10-02,02,10,8,3,177
443,گلزار,8-10-03,03,10,8,3,177
444,نگار,8-10-04,04,10,8,3,177
445,كوهساران,8-11-01,01,11,8,3,178
446,مركزئ,8-11-02,02,11,8,3,178
447,مركزئ,8-12-01,01,12,8,3,179
448,جبالبارزجنوبي,8-12-03,03,12,8,3,179
449,مركزئ,8-13-01,01,13,8,3,180
450,آسمينون,8-13-02,02,13,8,3,180
451,طغرل الجرد,8-14-01,01,14,8,3,181
452,مركزئ,8-14-02,02,14,8,3,181
453,جازموريان,8-15-01,01,15,8,3,182
454,مركزئ,8-15-02,02,15,8,3,182
455,چاه دادخدا,8-16-01,01,16,8,3,183
456,مركزئ,8-16-02,02,16,8,3,183
457,گنبكي,8-17-01,01,17,8,3,184
458,مركزئ,8-17-02,02,17,8,3,184
459,مركزي,8-18-01,01,18,8,3,185
460,هنزا,8-18-02,02,18,8,3,185
461,مركزي,8-19-01,01,19,8,3,186
462,نگين كوير,8-19-02,02,19,8,3,186
463,انار,8-20-01,01,20,8,3,187
464,مركزي,8-21-01,01,21,8,3,188
465,روداب,8-21-02,02,21,8,3,188
466,مركزي,8-22-01,01,22,8,3,189
467,حور,8-22-02,02,22,8,3,189
468,مرکزي,8-23-01,01,23,8,3,190
469,صوغان,8-23-02,02,23,8,3,190
470,مركزئ,9-04-02,02,04,9,3,191
471,ميان ولايت,9-04-03,03,04,9,3,191
472,بايك,9-05-01,01,05,9,3,192
473,كدكن,9-05-05,05,05,9,3,192
474,مركزئ,9-05-06,06,05,9,3,192
475,جلگه رخ,9-05-07,07,05,9,3,192
476,مركزئ,9-06-02,02,06,9,3,193
477,نصرآباد,9-06-03,03,06,9,3,193
478,نوخندان,9-07-04,04,07,9,3,194
479,بوژگان,9-06-04,04,06,9,3,193
480,پائين جام,9-06-05,05,06,9,3,193
481,چاپشلو,9-07-01,01,07,9,3,194
482,لطف آباد,9-07-02,02,07,9,3,194
483,مركزئ,9-07-03,03,07,9,3,194
484,روداب,9-08-05,05,08,9,3,195
485,مركزئ,9-08-07,07,08,9,3,195
486,آبکوه,9-13-04,04,13,9,3,197
487,مركزئ,9-13-03,03,13,9,3,197
488,مركزئ,9-14-04,04,14,9,3,196
489,قوچان عتیق,9-13-05,05,13,9,3,197
490,باجگيران,9-13-01,01,13,9,3,197
491,فرح دشت,9-14-05,05,14,9,3,196
492,مركزئ,9-15-02,02,15,9,3,198
493,مركزئ,9-16-05,05,16,9,3,199
494,كاخك,9-15-03,03,15,9,3,198
495,احمدآباد,9-16-01,01,16,9,3,199
496,رضويه,9-16-06,06,16,9,3,199
497,سرولايت,9-17-03,03,17,9,3,200
498,مركزئ,9-17-04,04,17,9,3,200
499,ميان جلگه,9-17-05,05,17,9,3,200
500,مركزئ,9-18-02,02,18,9,3,201
501,جلگه زوزن,9-19-03,03,19,9,3,203
502,رادکان,9-18-03,03,18,9,3,201
503,سید آباد,9-18-04,04,18,9,3,201
504,سلامي,9-19-04,04,19,9,3,203
505,مرزداران,9-20-01,01,20,9,3,202
506,سنگان,9-19-01,01,19,9,3,203
507,مركزئ,9-19-02,02,19,9,3,203
508,مركزئ,9-27-02,02,27,9,3,206
509,مركزئ,9-20-02,02,20,9,3,202
510,مركزئ,9-22-02,02,22,9,3,204
511,قلندرآباد,9-22-01,01,22,9,3,204
512,انابد,9-23-01,01,23,9,3,205
513,شهرآباد,9-23-03,03,23,9,3,205
514,جنگل,9-27-01,01,27,9,3,206
515,مركزئ,9-23-02,02,23,9,3,205
516,زاوين,9-28-01,01,28,9,3,207
517,مركزئ,9-28-02,02,28,9,3,207
518,ششطراز,9-29-01,01,29,9,3,208
519,مركزئ,9-29-02,02,29,9,3,208
520,شادمهر,9-30-01,01,30,9,3,209
521,مركزئ,9-30-02,02,30,9,3,209
522,مركزي,9-31-01,01,31,9,3,210
523,يونسي,9-31-02,02,31,9,3,210
524,مركزي,9-33-01,01,33,9,3,211
525,شانديز,9-32-02,02,32,9,3,212
526,هلالي,9-34-02,02,34,9,3,215
527,طرقبه,9-32-01,01,32,9,3,212
528,مركزي,9-35-01,01,35,9,3,213
529,مركزي,9-36-01,01,36,9,3,214
530,طاغنكوه,9-33-02,02,33,9,3,211
531,مركزي,9-34-01,01,34,9,3,215
532,بالا ولايت,9-37-02,02,37,9,3,217
533,مركزي,9-38-01,01,38,9,3,216
534,سليمان,9-35-02,02,35,9,3,213
535,نوده انقلاب,9-38-03,03,38,9,3,216
536,عطاملك,9-36-02,02,36,9,3,214
537,مركزي,9-37-01,01,37,9,3,217
538,مشكان,9-38-02,02,38,9,3,216
539,مرکزي,9-39-01,01,39,9,3,218
540,باشتين,9-39-02,02,39,9,3,218
541,مرکزي,9-40-01,01,40,9,3,219
542,جنت آباد,9-40-02,02,40,9,3,219
543,مرکزي,9-41-01,01,41,9,3,220
544,بررود,9-41-02,02,41,9,3,220
545,مرکزی,9-42-01,01,42,9,3,221
546,اسحاق آباد,9-42-02,02,42,9,3,221
547,مرکزی,9-43-01,01,43,9,3,222
548,شامکان,9-43-02,02,43,9,3,222
549,مرکزی,9-44-01,01,44,9,3,223
550,گلمکان,9-44-02,02,44,9,3,223
551,مرکزي,10-01-01,01,01,10,3,224
552,زواره,10-01-02,02,01,10,3,224
553,مهاباد,10-01-03,03,01,10,3,224
554,جرقويه سفلي,10-02-01,01,02,10,3,225
555,کوهپايه,10-02-02,02,02,10,3,225
556,مرکزي,10-02-03,03,02,10,3,225
557,پادنا عليا,10-05-03,03,05,10,3,228
558,وردشت,10-05-04,04,05,10,3,228
559,جرقويه عليا,10-02-04,04,02,10,3,225
560,بن رود,10-02-05,05,02,10,3,225
561,جلگه,10-02-06,06,02,10,3,225
562,مرکزي,10-03-01,01,03,10,3,226
563,مرکزي,10-04-01,01,04,10,3,227
564,پادنا,10-05-01,01,05,10,3,228
565,مرکزي,10-05-02,02,05,10,3,228
566,مرکزي,10-06-03,03,06,10,3,229
567,زنده رود,10-06-04,04,06,10,3,229
568,مرکزي,10-07-01,01,07,10,3,230
569,پيربکران,10-08-01,01,08,10,3,231
570,مرکزي,10-08-02,02,08,10,3,231
571,قهدريجان,10-08-03,03,08,10,3,231
572,مرکزي,10-09-02,02,09,10,3,232
573,قمصر,10-10-02,02,10,10,3,233
574,مرکزي,10-10-03,03,10,10,3,233
575,نياسر,10-10-04,04,10,10,3,233
576,برزک,10-10-05,05,10,10,3,233
577,مرکزي,10-11-01,01,11,10,3,234
578,باغ بهادران,10-12-01,01,12,10,3,235
579,مرکزي,10-12-03,03,12,10,3,235
580,انارک,10-13-01,01,13,10,3,236
581,مرکزي,10-13-03,03,13,10,3,236
582,مرکزي,10-14-02,02,14,10,3,237
